Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
DemoTestSuite,Chrome 72.0.3626.119,,2019-02-26 19:40:07,2019-02-26 19:40:24,16.235s,FAILED
,,,,,,
Test Cases/Day3/Test4,Chrome 72.0.3626.119,,2019-02-26 19:40:08,2019-02-26 19:40:17,9.552s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-02-26 19:40:08,2019-02-26 19:40:12,3.581s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/login"")",Chrome 72.0.3626.119,,2019-02-26 19:40:12,2019-02-26 19:40:12,0.647s,PASSED
"click(findTestObject(""Page_OrangeHRM/span_Username""))",Chrome 72.0.3626.119,,2019-02-26 19:40:12,2019-02-26 19:40:13,0.164s,PASSED
"setText(findTestObject(""Page_OrangeHRM/input_LOGIN Panel_txtUsername""), username)",Chrome 72.0.3626.119,,2019-02-26 19:40:13,2019-02-26 19:40:13,0.197s,PASSED
"setEncryptedText(findTestObject(""Page_OrangeHRM/input_Username_txtPassword""), password)",Chrome 72.0.3626.119,,2019-02-26 19:40:13,2019-02-26 19:40:14,1.115s,PASSED
"click(findTestObject(""Page_OrangeHRM/input_Password_Submit""))",Chrome 72.0.3626.119,,2019-02-26 19:40:14,2019-02-26 19:40:15,1.002s,PASSED
"click(findTestObject(""Page_OrangeHRM/b_Admin""))",Chrome 72.0.3626.119,,2019-02-26 19:40:15,2019-02-26 19:40:16,0.854s,PASSED
"click(findTestObject(""Page_OrangeHRM/b_Dashboard""))",Chrome 72.0.3626.119,,2019-02-26 19:40:16,2019-02-26 19:40:16,0.393s,PASSED
closeBrowser(),Chrome 72.0.3626.119,,2019-02-26 19:40:16,2019-02-26 19:40:17,1.170s,PASSED
,,,,,,
Test Cases/Day3/Test6,Chrome 72.0.3626.119,,2019-02-26 19:40:17,2019-02-26 19:40:23,5.679s,FAILED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-02-26 19:40:18,2019-02-26 19:40:20,2.204s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/login"")",Chrome 72.0.3626.119,,2019-02-26 19:40:20,2019-02-26 19:40:20,0.474s,PASSED
"click(findTestObject(""Page_OrangeHRM/span_Username""))",Chrome 72.0.3626.119,,2019-02-26 19:40:20,2019-02-26 19:40:20,0.096s,PASSED
"setText(findTestObject(""Page_OrangeHRM/input_LOGIN Panel_txtUsername""), username)",Chrome 72.0.3626.119,,2019-02-26 19:40:20,2019-02-26 19:40:20,0.112s,PASSED
"setEncryptedText(findTestObject(""Page_OrangeHRM/input_Username_txtPassword""), password)",Chrome 72.0.3626.119,,2019-02-26 19:40:20,2019-02-26 19:40:21,0.110s,PASSED
"click(findTestObject(""Page_OrangeHRM/input_Password_Submit""))",Chrome 72.0.3626.119,,2019-02-26 19:40:21,2019-02-26 19:40:21,0.922s,PASSED
"click(findTestObject(""Page_OrangeHRM/b_Admin""))",Chrome 72.0.3626.119,,2019-02-26 19:40:21,2019-02-26 19:40:22,0.500s,PASSED
"click(findTestObject(""Page_OrangeHRM/b_Dashboard""))",Chrome 72.0.3626.119,,2019-02-26 19:40:22,2019-02-26 19:40:22,0.308s,PASSED
"click(findTestObject(""Page_OrangeHRM/a_Welcome Admin""))",Chrome 72.0.3626.119,,2019-02-26 19:40:22,2019-02-26 19:40:22,0.004s,NOT_RUN
"verifyElementPresent(findTestObject(""Page_OrangeHRM/a_Logout""), 5)",Chrome 72.0.3626.119,,2019-02-26 19:40:22,2019-02-26 19:40:22,0.048s,PASSED
"click(findTestObject(""Page_OrangeHRM/a_Logout""))",Chrome 72.0.3626.119,,2019-02-26 19:40:22,2019-02-26 19:40:23,0.579s,FAILED
