Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
DemoTestSuite,Chrome 72.0.3626.119,,2019-02-26 19:41:55,2019-02-26 19:42:20,25.127s,FAILED
,,,,,,
Test Cases/Day3/Test4,Chrome 72.0.3626.119,,2019-02-26 19:41:55,2019-02-26 19:42:03,7.672s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-02-26 19:41:56,2019-02-26 19:41:59,3.619s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/login"")",Chrome 72.0.3626.119,,2019-02-26 19:41:59,2019-02-26 19:42:00,0.574s,PASSED
"click(findTestObject(""Page_OrangeHRM/span_Username""))",Chrome 72.0.3626.119,,2019-02-26 19:42:00,2019-02-26 19:42:00,0.143s,PASSED
"setText(findTestObject(""Page_OrangeHRM/input_LOGIN Panel_txtUsername""), username)",Chrome 72.0.3626.119,,2019-02-26 19:42:00,2019-02-26 19:42:00,0.142s,PASSED
"setEncryptedText(findTestObject(""Page_OrangeHRM/input_Username_txtPassword""), password)",Chrome 72.0.3626.119,,2019-02-26 19:42:00,2019-02-26 19:42:00,0.204s,PASSED
"click(findTestObject(""Page_OrangeHRM/input_Password_Submit""))",Chrome 72.0.3626.119,,2019-02-26 19:42:00,2019-02-26 19:42:01,0.970s,PASSED
"click(findTestObject(""Page_OrangeHRM/b_Admin""))",Chrome 72.0.3626.119,,2019-02-26 19:42:01,2019-02-26 19:42:02,0.521s,PASSED
"click(findTestObject(""Page_OrangeHRM/b_Dashboard""))",Chrome 72.0.3626.119,,2019-02-26 19:42:02,2019-02-26 19:42:02,0.329s,PASSED
closeBrowser(),Chrome 72.0.3626.119,,2019-02-26 19:42:02,2019-02-26 19:42:03,0.671s,PASSED
,,,,,,
Test Cases/Day3/Test6,Chrome 72.0.3626.119,,2019-02-26 19:42:03,2019-02-26 19:42:09,6.215s,FAILED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-02-26 19:42:03,2019-02-26 19:42:05,2.162s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/login"")",Chrome 72.0.3626.119,,2019-02-26 19:42:05,2019-02-26 19:42:06,0.490s,PASSED
"click(findTestObject(""Page_OrangeHRM/span_Username""))",Chrome 72.0.3626.119,,2019-02-26 19:42:06,2019-02-26 19:42:06,0.095s,PASSED
"setText(findTestObject(""Page_OrangeHRM/input_LOGIN Panel_txtUsername""), username)",Chrome 72.0.3626.119,,2019-02-26 19:42:06,2019-02-26 19:42:06,0.127s,PASSED
"setEncryptedText(findTestObject(""Page_OrangeHRM/input_Username_txtPassword""), password)",Chrome 72.0.3626.119,,2019-02-26 19:42:06,2019-02-26 19:42:06,0.102s,PASSED
"click(findTestObject(""Page_OrangeHRM/input_Password_Submit""))",Chrome 72.0.3626.119,,2019-02-26 19:42:06,2019-02-26 19:42:07,0.938s,PASSED
"click(findTestObject(""Page_OrangeHRM/b_Admin""))",Chrome 72.0.3626.119,,2019-02-26 19:42:07,2019-02-26 19:42:08,0.769s,PASSED
"click(findTestObject(""Page_OrangeHRM/b_Dashboard""))",Chrome 72.0.3626.119,,2019-02-26 19:42:08,2019-02-26 19:42:08,0.386s,PASSED
"click(findTestObject(""Page_OrangeHRM/a_Welcome Admin""))",Chrome 72.0.3626.119,,2019-02-26 19:42:08,2019-02-26 19:42:08,0.009s,NOT_RUN
"verifyElementPresent(findTestObject(""Page_OrangeHRM/a_Logout""), 5)",Chrome 72.0.3626.119,,2019-02-26 19:42:08,2019-02-26 19:42:09,0.423s,PASSED
"click(findTestObject(""Page_OrangeHRM/a_Logout""))",Chrome 72.0.3626.119,,2019-02-26 19:42:09,2019-02-26 19:42:09,0.455s,FAILED
,,,,,,
Test Cases/Day3/DelayTC,Chrome 72.0.3626.119,,2019-02-26 19:42:09,2019-02-26 19:42:19,10.155s,PASSED
delay(10),Chrome 72.0.3626.119,,2019-02-26 19:42:09,2019-02-26 19:42:19,10.017s,PASSED
