Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
DemoTestSuite,Chrome 72.0.3626.119,,2019-02-26 19:47:53,2019-02-26 19:48:12,18.996s,FAILED
,,,,,,
Test Cases/Day3/Test6,Chrome 72.0.3626.119,,2019-02-26 19:47:53,2019-02-26 19:48:01,7.569s,FAILED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-02-26 19:47:54,2019-02-26 19:47:57,3.342s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/login"")",Chrome 72.0.3626.119,,2019-02-26 19:47:57,2019-02-26 19:47:58,0.712s,PASSED
"click(findTestObject(""Page_OrangeHRM/span_Username""))",Chrome 72.0.3626.119,,2019-02-26 19:47:58,2019-02-26 19:47:58,0.141s,PASSED
"setText(findTestObject(""Page_OrangeHRM/input_LOGIN Panel_txtUsername""), username)",Chrome 72.0.3626.119,,2019-02-26 19:47:58,2019-02-26 19:47:58,0.140s,PASSED
"setEncryptedText(findTestObject(""Page_OrangeHRM/input_Username_txtPassword""), password)",Chrome 72.0.3626.119,,2019-02-26 19:47:58,2019-02-26 19:47:58,0.240s,PASSED
"click(findTestObject(""Page_OrangeHRM/input_Password_Submit""))",Chrome 72.0.3626.119,,2019-02-26 19:47:58,2019-02-26 19:47:59,0.927s,PASSED
"click(findTestObject(""Page_OrangeHRM/b_Admin""))",Chrome 72.0.3626.119,,2019-02-26 19:47:59,2019-02-26 19:48:00,0.654s,PASSED
"click(findTestObject(""Page_OrangeHRM/b_Dashboard""))",Chrome 72.0.3626.119,,2019-02-26 19:48:00,2019-02-26 19:48:00,0.316s,PASSED
"click(findTestObject(""Page_OrangeHRM/a_Welcome Admin""))",Chrome 72.0.3626.119,,2019-02-26 19:48:00,2019-02-26 19:48:00,0.001s,NOT_RUN
"verifyElementPresent(findTestObject(""Page_OrangeHRM/a_Logout""), 5)",Chrome 72.0.3626.119,,2019-02-26 19:48:00,2019-02-26 19:48:00,0.073s,PASSED
"click(findTestObject(""Page_OrangeHRM/a_Logout""))",Chrome 72.0.3626.119,,2019-02-26 19:48:00,2019-02-26 19:48:01,0.504s,FAILED
